Particulars,Voucher Type
OLMY 40MG (10 TAB),Pharma
VOLINI GEL (75GM),Pharma
NEERI SYRUP (100ML),Pharma
AUGMENTIN DDS SYRUP 30 ML,Pharma
ALEX JUNIOR COUGH SYRUP (60ML),Pharma
BILASHINE 20MG (10 TAB),Pharma
PIGEON TOOTHPASTE KIDS FRUIT PUNCH (45GM),Pharma
HIMALAYA BABY  LOTION (100ML),Pharma
FOL D (10 CAP),Pharma
THYRONORM 62.5 MCG (120 TAB),Pharma
VASELINE BODY LOTION 100 ML,Pharma
HEAD& SOULDER SHAMPOO POUCH 2RS,Pharma
PAMPER PANTS S1,Pharma
CILACAR TC 12.5 (10 TAB),Pharma
METROGYL SUSPENSION (60ML),Pharma
ZINCONIA SYRUP (100ML),Pharma
SF ADV ALL NIGHT ULTRA COMFORT XL 28PC,Pharma
SITAXA M XR 100/500 (10 TAB),Pharma
CALPOL SUSPENSION 120MG (60ML),Pharma
CROCIN DS SUSPENSION 240MG (100ML),Pharma
CERELAC NO10 WHEAT HONEY DATES,Pharma
EPISOFT CLEANSING LOTION (125ML),Pharma
EXAMINATION GLOVES L,Pharma
DUREX MUTUAL CLIMAX CON 1*3,Pharma
AUSTRIL NASAL SPRAY,Pharma
FLOTRAL 10MG (30 TAB),Pharma
ROZAVEL 20MG (10 TAB),Pharma
SITAXA M 50/500 (15 TAB),Pharma
CIPLADINE OINT (25GM),Pharma
CONCOR T 2.5MG (10 TAB),Pharma
AZEE  XL DRY SYRUP 100MG (30ML),Pharma
CROCIN SUSPENSION 120MG (100ML),Pharma
STREAX HAIR SERUM ( 90ML ),Pharma
FC7663PL C2 S,Others
RX Essentials Active S/R 1.50 Crizal Easy Pro BCT,Others
KODAK KT MR8 1.61 CleanNClear,Others
Aspire Pro Sph (6 Lens Pack),Others
TH 2633 C1 55,Others
VASELINE JELLY (12GM),Pharma
HALOX S OINT (30GM),Pharma
CHICCO NIPPLE 4+ MONTH,Pharma
PROHANCE JUNIOR CHOCO POWDER (200GM),Pharma
MET XL 25MG (20 TAB),Pharma
SURFAZ SN CREAM 10 GM,Pharma
FLURISH (1 TAB),Pharma
AROTEAR ULTRA E/D (10ML),Pharma
RELENT PLUS SYRUP (60ML),Pharma
GP 0.5MG (10 TAB),Pharma
DEPURA KIDS DROPS (15ML),Pharma
VIBY SACHET (10 GM),Pharma
BONMIN K2 (10 TAB),Pharma
GLUXIT 10MG (10 TAB),Pharma
TORGLIP OD 100 (10 TAB),Pharma
REPACE H (10 TAB),Pharma
TAZLOC 20MG (10 TAB),Pharma
JOHNSONS BABY SHAMPOO (100ML),Pharma
CORCAL 500MG (10 TAB),Pharma
BRINZOX E/D (5ML),Pharma
CWIN CREAM (30GM),Pharma
TYNOR WRIST WRAP (NEO),Pharma
LAKME Peach Milk Light Weight Moist.60ml,Pharma
RIZACT 10MG (4 TAB),Pharma
OLD SPICE AFT SHAVE LOTION 50ML,Pharma
CILNY M 25 (10 TAB),Pharma
URINE CULTURE BOTTLE,Pharma
NORFLOX EYE/EAR DROP (10ML),Pharma
CALPOL SUSPENSION 250MG (60ML),Pharma
NIKORAN 5MG (20 TAB),Pharma
VASELINE DEEP MOISTURE LOTION (90ML),Pharma
BUDAMATE TRANSCAPS 200 (30 CAP),Pharma
MOTHER CARE BABY BODY WASH 300ML,Pharma
NODOSIS GST (10 TAB),Pharma
PULSE OXYMETER,Pharma
CANDIFORCE 100MG (10CAP),Pharma
KENACORT 4MG (15 TAB),Pharma
ASTHALIN ROTACAPS (60 CAP),Pharma
BUDECORT ROTACAPS  (30 CAP),Pharma
PHYSIOGEL-AI BODY LOTION (100ML),Pharma
XYZAL SYRUP (60ML),Pharma
ACCU CHEK INSTANT S KIT,Pharma
GILLETTE MACH 3 TURBO COMFORT,Pharma
ORAL B ELECTRICAL BRUSH,Pharma
ORAL B ELECTRIC BRUSH REFILS,Pharma
JOHNSONS MILK+RICE LOTION (100ML),Pharma
SOFY PANTYLINER DAILY FRESH 40P,Pharma
CILACAR M 10/50 (10 TAB),Pharma
OLMIN 20 CH (10 TAB),Pharma
LAKME PEACH MILK MOISTURISER 60 ML,Pharma
FENOLIP 145 (10 TAB),Pharma
KERABLAK 200MG  (10 TAB),Pharma
DUOLIN INHALER,Pharma
DERIPHYLLIN RETARD 150 (30 TAB),Pharma
CHICCO BABY BODY LOTION 200ML,Pharma
BAIDYANATH SARASWATARISHTA (450ML),Pharma
BOROLINE CREAM 6 GM,Pharma
ZEDEX COUGH SYRUP (100ML),Pharma
CILACAR T TABS,Pharma
INDOCAP (10 CAP),Pharma
DUREX CON AIR 1*10,Pharma
REDOTREX 500MG (10 TAB),Pharma
REPACE 50MG (10 TAB),Pharma
VISSCO ACTIVE COOL EYES GEL,Pharma
KRACK CREAM (25GM),Pharma
CHICCO BABY SHAMPOO NO TEARS 100ML,Pharma
TACROZ FORTE 0.1% OINT (10GM),Pharma
CETAPHIL DAM 100 GM,Pharma
VITRISE C (20TAB),Pharma
MONTEK BL (10 TAB),Pharma
RACIPER 40MG (15 TAB),Pharma
GLUCOSE D 450 GM,Pharma
HIMALAYA GOKSHURA (60 TAB),Pharma
DAPALEX S 10/100 (10 TAB),Pharma
GARNIER COLOR NO. 1,Pharma
BRO ZEDEX COUGH SYRUP (100ML),Pharma
ALLSTAR REUSABLE INSULIN PEN,Pharma
NOVOPEN 4,Pharma
ODONIL ZIPPER CITRUS,Pharma
UDAPA 5MG (10 TAB),Pharma
TRIGLYCOMET (10  TAB),Pharma
BRINOLAR E/D (5ML),Pharma
JUPIROS 5MG (15 TAB),Pharma
PONDS LOTION 20ML RS10,Pharma
FLUCOLD SYRUP (60ML),Pharma
HIMALAYA ANTI DANDRUFF SHAMPOO (180ML),Pharma
PARACHUTE ONION HAIR OIL (90ML),Pharma
SITAXA D 10/100MG (10 TAB),Pharma
GLYCOMET TRIO FORTE 2 (10 TAB),Pharma
PRODEP 20MG (10 CAP),Pharma
MUCAINE GEL ORANGE SYRUP (200ML) SF,Pharma
DR JRK'S 777 OIL (100ML),Pharma
GATSBY WATER GLOSS HAIR GEL SOFT 30GM,Pharma
CETAPHIL SUN SPF 30 GEL (100 ML),Pharma
TRI-D3 NANO SHOT 4*5ML,Pharma
ECO TEARS E/D (15ML),Pharma
HIMALAYA GENTLE BABY SHAMPOO (100ML),Pharma
SITARITE DM (10 TAB),Pharma
SILK TEAR E/D (10ML),Pharma
HIMALAYA EVECARE SYRUP (200ML),Pharma
JASNEY F/W 100 ML,Pharma
ZILARTA 40MG (10 TAB),Pharma
STREAX HAIR SERUM 45 ML,Pharma
K GLIM M2 (15 TAB),Pharma
K GLIM M1 (15 TAB),Pharma
BEST BETA AM 50MG (10 TAB),Pharma
BRISTAA INTENSE CREAM 20GM,Pharma
ONABET CREAM (15GM),Pharma
OBRIL GOLD SKIN SERUM (30ML),Pharma
DABUR SHILAJIT GOLD (10 CAP),Pharma
ACNE DERMA FOAM F/W (150ML),Pharma
LUREGLO GOLD CREAM (50GM),Pharma
TOPISAL 3% OINT (30GM),Pharma
SALYTAR WS OINTMENT( 30GM),Pharma
COLICAID SYRUP (100ML),Pharma
LOTUS NEEM F/W 80 GM,Pharma
CLONATE LOTION (25ML),Pharma
HIMALAYA FACE SCRUB (50GM),Pharma
GILLETTE VECTOR+ BLADE 4 NOS,Pharma
SHAMPOO MD LO 250ML,Pharma
EYEBLISS UNDER EYE CREAM,Pharma
PANTOP D (15 CAP),Pharma
OB TAMPON REGULAR  20 NOS BLOSSOM,Pharma
NEUTROGENA HYDRO BOOST WATER GEL 50GM,Pharma
DABUR TULSI DROPS (30ML),Pharma
MEDIKER ANTI LICE OIL (50ML),Pharma
EMESET MD 4MG (10 TAB),Pharma
LUBRIJOINT PLUS (60 TAB),Pharma
HIMALAYA DIABECON DS (60 TAB),Pharma
ONE TOUCH SELECT STRIPS (50N),Pharma
MINIMALIST VITAMIN K+RETINAL EYE CREAM 1% 14G,Pharma
FLEXON SYRUP (100ML),Pharma
NAN ECCELLAPRO NO 1 TIN 400GM,Pharma
DERMI 5 CREAM (15GM),Pharma
OMRON B.P MONITOR HEM-7156,Pharma
NEOSPORIN POWDER (10GM),Pharma
DAPAMAC 10MG (10 TAB),Pharma
MOTHER CARE BABY BUBBLE BATH 300ML,Pharma
JOHNSONS MILK+RICE CREAM (30GM),Pharma
ORAL B WAXED DENTAL FLOSS (50MT),Pharma
EXEL GN CREAM (15GM),Pharma
VENUSMIN 300 MG (15 TAB),Pharma
LISTERINE CAVITY FIGHTER M/W (250ML),Pharma
ROSEDAY 10MG (15 TAB),Pharma
SENSODYNE FRESH MINT (150GM),Pharma
MOTHER CARE BABY TOP TO TOE WASH 300ML,Pharma
ATOGLA BABY LOTION 200ml,Pharma
HAEM UP LIQUID (200ML),Pharma
SOHA 0.1% E/D 5ML,Pharma
DAPANORM-M 10 (10 TAB),Pharma
CALVILAC 500 MG (60 TAB),Pharma
FEBUSTAT 40MG (15 TAB),Pharma
GLUFORMIN XL 500 (15 TAB),Pharma
PARAXIN 500MG (10 TAB),Pharma
CETAPHIL MOISTURIZER LOTION 500ML,Pharma
ORAL-B KIDS BRUSHES,Pharma
PONDS POWDER MAGIC 100GM,Pharma
OLOPAT OD E/D (3ML),Pharma
ADGAIN PLUS (10 CAP),Pharma
DETTOL COOL SOAP SET 75 GM,Pharma
NASELIN NASAL SPRAY (10ML),Pharma
NAN PRO NO 3 (400GM),Pharma
VYMADA 50MG (14 TAB),Pharma
SIZOPIN 200MG (10 TAB),Pharma
3M MICROPORE PAPER TAPE 1INCH,Pharma
RB3025I 001/51 58,Others
DABUR LAL TAIL (200ML),Pharma
TYNOR WRIST BRACE WITH THUMB,Pharma
GLYCIPHAGE VG2 (10 TAB),Pharma
SOHA LIQUIGEL E/D (5ML),Pharma
LITHOSUN 300MG (10 TAB),Pharma
THERMOSEAL ULTRASOFT BRUSH MRP 43,Pharma
OLMAT 20MG (15TAB),Pharma
C NAC E/D (10ML),Pharma
NUROKIND FORTE Z (15 TAB),Pharma
ENVY POWDER (100GM),Pharma
METOLAR XR 12.5 (15 TAB),Pharma
SHELCAL HD 12 (15 TAB),Pharma
ORCIBEST 10MG (15 TAB),Pharma
SEBODRUF ANTI DANDRUFF SHAMPOO (100ML),Pharma
ZIVAST 10MG (10 TAB),Pharma
MANFORCE TAB 100 MG NOS,Pharma
VICCO TURMERIC 30 GM,Pharma
HAEM UP (30 CAP),Pharma
DENVER HAMILTON BODY TALC (100GM),Pharma
FOL 5,Pharma
HYLOSOFT E/D (10ML),Pharma
PARACHUTE OIL (100ML),Pharma
SYSRON NCR (10 TAB),Pharma
DABUR HONEY (1 KG),Pharma
COLGATE MAXFRESH MOUTHWASH (100ML),Pharma
PATANJALI MOISTURIZER CREAM 50GM,Pharma
OLD SPICE SHAVING CREAM 70 GM,Pharma
MOOV CREAM (75GM),Pharma
CLAVIX 75MG (15 TAB),Pharma
DILZEM 60MG (15 TAB),Pharma
DILZEM 60MG (10 TAB),Pharma
PICOLEX SYRUP (200ML),Pharma
EPTUS-T 10 (20 TAB),Pharma
ARBIVIT-3 SYRUP (60ML),Pharma
JOHNSONS BABY SHAMPOO (200ML),Pharma
CEPODEM O 200MG (10 TAB),Pharma
ZEDOTT 100MG (10 CAP),Pharma
LIFEBUOY HANDWASH GERM PROTECTION 190ML,Pharma
NAVRATNA  POWDER 18 GM,Pharma
CORCIUM XT (15 TAB),Pharma
LUPIHEME (10 TAB),Pharma
HEAD AND SHOULDER 2 IN1 SHAMPOO + CONDITINER (180ML,Pharma
BENADRYL DRY COUGH SYRUP (100ML),Pharma
HIMALAYA NEEM & TURMERIC SOAP (75GM),Pharma
SF SECURE COTTONY XL WITH WINGS 18NOS,Pharma
DETTOL SOAP ORIGINAL 10RS,Pharma
DABUR GILOYJUICE 1LTR,Pharma
RB3025I 001/57 62,Others
CANDID EAR DROPS (10ML),Pharma
LOTUS SPF50+ (50GM),Pharma
LACTOCIP DS (15TAB),Pharma
TSART 40MG (15 TAB),Pharma
FEZORB XTRA (10 TAB),Pharma
TORSIBID PLUS 10 LS (10 TAB),Pharma
EZACT 90MG (10 TAB),Pharma
REVELOL XL 50MG (15 TAB),Pharma
ORAL B BRUSH MRP 50,Pharma
WHISPER BINDAZ NIGHTS XXXL 10NOS,Pharma
GLUCOVITA VITAMIN C,Pharma
CADIFAST (10 CAP),Pharma
FORACORT ROTACAPS 400MCG (30 CAP),Pharma
MIRTAZ 7.5MG (10 TAB),Pharma
LACTARE GRANULES (250GM),Pharma
3M AVAGARD HAND SANITIZER (500ML),Pharma
ASCORIL LS DROPS (15ML),Pharma
PATCHEX (15 TAB),Pharma
ALASPAN (10 TAB),Pharma
LACTOGEN NO.1,Pharma
SUNSILK SHAMPOO (180ML),Pharma
OILATUM LOTION (100ML),Pharma
OLMEZEST AM 20MG (10 TAB),Pharma
BAIDYANATH TRIPHLA CHURAN (50GM),Pharma
DIAMICRON MR 30 (10 TAB),Pharma
AQUAZIDE 12.5 MG (10 TAB),Pharma
GLIMY 2MG (15 TAB),Pharma
KOVITE ACTIVE GEL 20G,Pharma
VISCODYNE COUGH SYRUP SF (100ML),Pharma
ZINCOVIT SYRUP (200ML),Pharma
GLYCOHALE RESPULES (25MCG),Pharma
KHADI HERBAL MEHNDI,Pharma
BETNOVATE SKIN CREAM (20GM),Pharma
(CLOSED) DOVE HAIR FALL RESCUE SHAMPOO (180ML),Pharma
MEDLER PLUS SUSPENSION (60ML),Pharma
PARACHUTE OIL (200ML),Pharma
DEYS MILK OF MAGNESIA (170ML),Pharma
TELSARTAN 40MG (14 TAB),Pharma
VIS TEARS E/D (10ML),Pharma
GILLETTE VECTOR 3 RAZOR,Pharma
PEGLEC  POWDER 137.15 GM,Pharma
REMYLIN D (15 TAB),Pharma
GLUCOPLUS C ORANGE 1KG,Pharma
BETACAP PLUS 10 (10 TAB),Pharma
CARDIOZEN FB (10 TAB),Pharma
TONOFERON SYRUP (200ML),Pharma
SAZO 500MG (15 TAB),Pharma
DUONASE NASAL SPRAY (7GM),Pharma
JOINTACE C2 (10 Tab),Pharma
DUOPIL 1/500 (10 TAB),Pharma
AMLOPRES AT 25MG (15 TAB),Pharma
DUREX CON X TIME 1*10,Pharma
GILLETTE GUARD 3 RAZOR,Pharma
ISOSPRAY NASAL SPRAY (50ML),Pharma
LANTUS PENFILL 100IU/ML (3ML),Pharma
KAPIVA DIA FREE JUICE 1L,Pharma
STREAX SHAMPOO HAIR COLOUR N0.1 POUCH,Pharma
OTRIVIN BABY SALINE NASAL SPRAY (10ML),Pharma
SUGARFREE  GOLD 50 PELLETS,Pharma
(Closed) DENVER NANO CALIBER DEO 50ML,Pharma
KAPIVA BHRINGRAJ HAIR OIL 100ML,Pharma
PROTINEX DIABETES CARE VANILLA POWDER (400GM),Pharma
PAMPER PANTS L12,Pharma
OSMEGA 500MG (10 CAP),Pharma
GIBTULIO-25MG (10 TAB),Pharma
GLYCOMET GP 2 FORTE (10 TAB),Pharma
VASAKAMADHU COUGH SYRUP (200ML),Pharma
VENUSIA MAX CREAM 150 GM,Pharma
DIPROBATE G PLUS CREAM (30GM),Pharma
NERF PLUS (10 CAP),Pharma
ULGEL A SUSPENSION (200ML),Pharma
REGESTERONE CR 10 (10 TAB),Pharma
METASPRAY NASAL SPRAY (10GM),Pharma
FIXON POWDER (15GM),Pharma
MACBERY PD SYRUP (60ML),Pharma
FERIKIND M (10 TAB),Pharma
LUZALIC CREAM (50GM),Pharma
HIMALAYA UNDER EYE CREAM (15ML),Pharma
8X CREAM (30GM),Pharma
MEFTALSPAS SUSPENSION (60ML),Pharma
LEVAZEO 25MG (10 TAB),Pharma
PYX PASTE (100GM),Pharma
CHICCO FEED EASY BOTTLE 125ML,Pharma
MORISONS SOOTHER 4+ MONTH,Pharma
CADIFAST Q10 (10 TAB),Pharma
LULICAN CREAM (30GM),Pharma
VOLIX TRIO 2 (15 TAB),Pharma
Aspire Air Sph (6 Lens Pack),Others
Soflens Toric  6 Lens Pack,Others
FF KODAK EASY 1.5 TOUGH COAT,Others
RX VX Liberty 3.0 S/R 1.50 Tr6 G/B Crizal Easy Pro,Others
FF KODAK UNIQUE 1.5 CLEAR Tough Coat,Others
ZIR + CHORUS PROG 1.50 HMC,Others
SWISS CR SV 1.67 UV 420 Swiss Coat,Others
FF KODAK EASY 1.5 Tr6 Grey U SHORT CleanNClear,Others
Nova UHD 1.53 TVX Tr8 Grey Satin Klear UV,Others
FSV AS 1.67 BCT CRIZAL ROCK,Others
POLICE FR VPLN K12 F10,Others
FSV AS  1.59 Crizal BCT Rock,Others
RX Essentials Active Plus 1.50 TR6 G/B Easy Pro,Others
VO5454 2726 51,Others
Nova Plus 3.0 1.53 TVX Clear Satin Azure UV,Others
RX Essentials Active S/R 1.50 Crizal Easy Pro,Others
RX VX Liberty 3.0 S/R 1.50 Crizal Easy Pro BCT,Others
FF KODAK EASY 1.5 PHOTO GREY ULTRA SHORT,Others
RX VX Liberty 3.0 S/R 1.50 Crizal Rock,Others
REVO CR DFT CARE,Others
PR23YS1 AB5S0 51,Others
RX VX Liberty 3.0 S/R 1.59 AW G/B CZL Rock BCT,Others
Shamir Smart SV 1.74 Blue Zero Glacier Uv,Others
SILODAL D 8 (10 CAP),Pharma
ATCHOL-F (10 TAB),Pharma
ONTEARS E/D (15ML),Pharma
OLOPAT E/D (5ML),Pharma
MYCOWASH HAIR & BODY WASH (100ML),Pharma
VALCIVIR 1000GM (3 TAB),Pharma
ACTAPRO 100MG (15 TAB),Pharma
HYLA PF E/D (10ML),Pharma
TELVAS BETA 25 (10 TAB),Pharma
AMYCORDIAL SYRUP (200ML),Pharma
VERGICAL JOINTS (10 TAB),Pharma
BETNESOL FORTE (20 TAB),Pharma
GLUCOSE D JAR 1KG,Pharma
ETOSYS (10 TAB),Pharma
HIMALAYA ALOE VERA WET WIPES 25NOS,Pharma
KIWI COTTON BALLS (50 BALLS),Pharma
L SYS LOTION (60ML),Pharma
DABUR HONEY (500GM),Pharma
DETTOL COOL SOAP 150 GM,Pharma
LEVOSIZ 5MG (15 TAB),Pharma
LISTERINE CAVITY FIGHTER M/W (80ML),Pharma
CIPLADINE SOLUTION (100ML),Pharma
CIPLADINE OINT (30GM),Pharma
CREMAFFIN FRESH 5MG (10 TAB),Pharma
THERMOMETER DIGITAL  DT CLASSIC+,Pharma
HIMALAYA ALOE VERA WET WIPES 10NOS,Pharma
SUNCROS MATTE FINISH LOTION SPF50 (60GM),Pharma
JOHNSONS BABY POWDER (200GM),Pharma
ROOP MANTRA CUCUMBER F/W 100ml,Pharma
ZEVERT MD 24 (15 TAB),Pharma
DYDROBOON 10MG (10 TAB),Pharma
BOURNVITA 75GM,Pharma
CYRAFLORA CAP,Pharma
BELATIN M (10 TAB),Pharma
HIT RED 200ML,Pharma
DENVER DEO (165ML),Pharma
SOTHREX PLUS COUGH SYRUP (100ML),Pharma
ASTHAKIND LS EXP COUGH SYRUP (100ML),Pharma
BETADINE GARGLE 2% (50ML),Pharma
LUPITUSS COUGH SYRUP (100ML),Pharma
ULGEL SAUNF SYRUP (200ML),Pharma
TELBID 40MG (15 TAB),Pharma
TELPLUS TRIO (15 TAB),Pharma
TOLPERITAS 150MG (10 TAB),Pharma
TELVAS CT 40 (10 TAB),Pharma
BACLOF OD-20 (15 TAB),Pharma
FF KODAK EASY 1.56 UV BLUE Short CleanNClear,Others
TRAVACOM E/D (2.5ML),Pharma
TELSAR BETA 50MG (15 TAB),Pharma
XANTOX GLO (10 TAB),Pharma
MELANO TX CREAM (15GM),Pharma
DEVIRY 10MG (10 TAB),Pharma
WALKING STICK TRIPOD,Pharma
SUNCOTE SUNSCREEN GEL SPF30 (100GM),Pharma
ENVY DEO (120ML),Pharma
OMNIGEL GEL (75GM),Pharma
ITCH GUARD PLUS (12GM),Pharma
EPISOFT AC SUNSCREEN (75GM),Pharma
AMARYL M 1 FORTE (15 TAB),Pharma
JARDIANCE 25MG (10 TAB),Pharma
RAMISTAR 5MG (15 TAB),Pharma
SUPERMET XL 50 (15 TAB),Pharma
ATARAX 25 MG (15 TAB),Pharma
LORFAST MELTAB (10 TAB),Pharma
VEET HR CREAM MEN N SKIN (30GM),Pharma
ALEX COUGH SYRUP (100ML),Pharma
IRONERGY (10 TAB),Pharma
CLIN 3 FACE WASH (60ML),Pharma
NIVEA SHOWER GEL PURE IMPACT 250ML,Pharma
DINOFIRST 2MG (14 TAB),Pharma
METROGYL 200MG (15 TAB),Pharma
DRIVE QLC (10 TAB),Pharma
ANGIBETA 50 XL (10 TAB),Pharma
TELRING 20MG (15 TAB),Pharma
OXEMIA 50MG (6 TAB),Pharma
METOSARTAN 25 (10 TAB),Pharma
FF KODAK EASY SHORT 1.6 CLEAR CleanNClear,Others
CKJ 19106  210  49,Others
FC8236 C1,Others
Rx Essentials Everyday S/R 1.59 AW CZL Easy Pro BCT,Others
KODAK FT28 CLEAR 1.5 PHOTO GREY Tough Coat,Others
IDEE SG 2989 P,Others
MK2181U 30058G 57,Others
RB2132 601S7 855,Others
IDEE SG 3015,Others
RB3722I 004/M3 59,Others
MK1129J 10148G  56,Others
HIMALAYA NEEM FOAMING F/W (150ML),Pharma
HIMALAYA BRAHMI (60 TAB),Pharma
VASELINE ALOE FRESH LOTION (90ML),Pharma
VENUSIA CREAM (100GM),Pharma
MOYZEN MOISTURISING LIQUID (100ML),Pharma
OSMEGA 300MG (30 CAP),Pharma
CALPOL 500MG (15 TAB),Pharma
LINAXA D 5/10 (10 TAB),Pharma
DIVAA 250MG (10 TAB),Pharma
ROSUVAS 20MG (10 TAB),Pharma
IMAC PLUS TAB,Pharma
B FIT ADULT DIAPERS PANTS XL 10,Pharma
ENTEROGERMINA (4 CAP),Pharma
HIMALAYA ALOE VERA F/W (50ML),Pharma
NAVRATNA MINT FRESH POWDER 100 GM,Pharma
DABUR GULABARI ROSE WATER (59ML),Pharma
GARNIER COLOR NO. 4,Pharma
AERODIL SYRUP (100ML),Pharma
DEBRIDACE CREAM (15GM),Pharma
NAN PRO NO 2 (400GM),Pharma
M.POKO EXTRA L36,Pharma
LYCORED (10 CAP),Pharma
MOSI D E/D (10ML),Pharma
LOREAL COLOR PROTECT CONDITIONER (192.5ML),Pharma
EMBETA AM 50 (10 TAB),Pharma
DYTOR 100MG (10 TAB),Pharma
CERUVIN A (15 CAP),Pharma
OMNACORTIL 10MG (10 TAB),Pharma
AZTOR 10MG (15 TAB),Pharma
JOHNSONS BABY SOAP 75GM,Pharma
PIGEON PP BOTTLE 4+ MONTH 200ML,Pharma
SAFI SYRUP (200ML),Pharma
GARNIER BRIGHT COMPLETE VIT C SERUM CREAM 23GM,Pharma
FF KODAK Easy Short 1.5 Tr. GREY CleanNClear,Others
BETADINE FIRST AID SOL 4% (50ML),Pharma
HIT BLACK 625 ML,Pharma
GLUCOPLUS C LEMON 125GM,Pharma
AMTAS 5MG (30 TAB),Pharma
LITTLE BABY WET WIPES 72 NOS,Pharma
MOREASE SR (10 TAB),Pharma
COLGATE BRUSH KIDS 2+ E SOFT,Pharma
CREMAFFIN SYRUP (225ML),Pharma
PHOTOBAN SUNSCREEN GEL SPF50 (60GM),Pharma
PYX G TOOTHPASTE (100GM),Pharma
DABUR LAUHASAVA (450ML),Pharma
OMEGASITE (10 CAP),Pharma
LUBRIJOINT OD (30 TAB),Pharma
TOPISAL MF 6% OINMENT (30GM),Pharma
HIMALAYA  OIL CLEAR F/W (100ML),Pharma
CLOBETAMIL G CREAM (30GM),Pharma
LIPITAS 20MG,Pharma
MISS CARE ENZO KERATIN HAIR SPRAY 420 ML,Pharma
GILLETTE FOAM 196 GM,Pharma
JOHNSONS BABY HAIR OIL (100ML),Pharma
EBAST DC (10 TAB),Pharma
VEET HR CREAM WOMEN (50GM),Pharma
IOTIM PLUS E/D (5ML),Pharma
VOMISTOP  DT  10MG,Pharma
MESACOL OD (15 TAB),Pharma
HIMALAYA TENTEX FORTE (10 TAB),Pharma
NMF E LIPCARE 10GM,Pharma
BAIDYANATH MAHABHRINGRAJ TEL (200ML),Pharma
LULIMAC CREAM (20GM),Pharma
DAPANORM DUO-10 (10 TAB),Pharma
TELBID-LN (15 TAB),Pharma
ADVENT 625MG (10 TAB),Pharma
RAYBIOTIC EAR DROPS (5ML),Pharma
AEROCORT INHALER,Pharma
WARF 2MG (30 TAB),Pharma
MULTANI PACHMEENA SYRUP (300ML),Pharma
PIGEON PP BOTTLE 0+ MONTH  120ML,Pharma
PIGEON GLASS BOTTLE 0+ MONTH 120ML,Pharma
PERINORM 10MG (10 TAB),Pharma
ACCU CHECK ACTIVE STRIPS (50N),Pharma
ROSULIP ASP 75 (10 TAB),Pharma
BAIDYANATH PANCHASAVA (450ML),Pharma
A RET GEL 0.025% (20GM),Pharma
DABUR LAL TAIL (100ML),Pharma
Renu MP Fresh  120ml,Pharma
VENUS SMOOTH RAZOR,Pharma
LANZOL JUNIOR 15MG (15 TAB),Pharma
BIOTIQUE BODY WASH (200ML),Pharma
(CLOSED) ZANDU FAST RELIEF GEL (15ML),Pharma
ROTATEQ ORAL SOL (2ML),Pharma
PREVENAR -13 INJECTION,Pharma
HEXAXIM INJECTION,Pharma
VOLINI MAXX SPRAY (55GM),Pharma
SLOANS BALM (20GM),Pharma
PEDIASURE VANILA (JAR) 200 GM,Pharma
HIMALAYA MEN INT OIL CLR F/W (100ML),Pharma
GLUCONORM ZXR 60 (15 TAB),Pharma
GILLETTE REGULAR SHAVING CREAM 30GM,Pharma
GLYCOMET- 850 SR (10 TAB),Pharma
LOOZ SOLUTION (500ML),Pharma
CREMA ANO CREAM (20GM),Pharma
FC7663PL C1 S,Others
IREX (15 TAB),Pharma
OPTIMOIST EYE GEL (10GM),Pharma
URIKIND KM SACHET (5GM),Pharma
FEMILON (21 TAB),Pharma
TELMA CT 80/6.25 (15 TAB),Pharma
LEVOSIZ 10MG (15 TAB),Pharma
CETAPHIL MOISTURISER LOTION 250  ML,Pharma
ANABOOM SHAMPOO (100ML),Pharma
NORTRYPTOMER P (10 TAB),Pharma
MOXIFORD E/D 5ML,Pharma
COTTON 50 GM,Pharma
TYNOR ELBOW SUPPORT  M,Pharma
MILCEF 500MG (10 TAB),Pharma
DOVE SHAMPOO (180ML),Pharma
TERADOX E/D (10ML),Pharma
DERMADEW ALOE CREAM (50GM),Pharma
ANTOXID (30 CAP),Pharma
LOTUS SPF50+ (60GM),Pharma
LOTUS YOUTH RX FIRM & BRIGHT F/W 100ml,Pharma
METROGYL 400MG (20 TAB),Pharma
APTIVATE SYRUP (175ML),Pharma
HIMALAYA NATURAL GLOW KESAR F/W (100ML),Pharma
EBAST 10MG (15 TAB),Pharma
MULTANI KUKA SYP 100ML (BROWN),Pharma
PANLIPASE 25000 (10 CAP),Pharma
TRETIN 0.5% CREAM (30GM),Pharma
DUREX INVISIBLE 1*10,Pharma
LAKME SUN EXPERT SPF50 GEL 50GM,Pharma
KERAGLO-AD SHAMPOO 2% (75ML),Pharma
ZALIM LOTION (10ML),Pharma
PIGEON NIPPLE 6+ MONTH (Y),Pharma
LUPI-HA 0.1% E/D (10ML),Pharma
ANO BLISS CREAM (30GM),Pharma
TELVAS H 40/12.5 (10 TAB),Pharma
VILDEP M FORTE 50/1000 (15 TAB),Pharma
OMNIGEL SPRAY (55GM),Pharma
COREX DX COUGH SYRUP (100ML),Pharma
PREGARD-M 75 (10 TAB),Pharma
ROTHCARB 50MG (10 TAB),Pharma
MUCOPAIN OINT (15GM),Pharma
OMRON B.P MONITOR HEM-7141T1,Pharma
BUDECORT INHALER (200MCG),Pharma
CILNEP 10 MG,Pharma
OMNIPRES 20MG (10 TAB),Pharma
AMPLINAK E/D,Pharma
SUHAGRA -50,Pharma
